title,budget,year,revenue,ratio,rating,production_company,abstract,url
You Again,20000000,2010-09-24,32005248.0,0.6248975168072436,12.820452000000001,"[{'name': 'Oops Doughnuts Productions', 'id': 5698}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Frontier Pictures', 'id': 11837}]",| writer = Moe Jelline,https://en.wikipedia.org/wiki/You_Again
"Yours, Mine & Ours",45000000,2005-11-23,72028752.0,0.6247505162938267,10.238422,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'O.N.C. Entertainment', 'id': 3396}, {'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Time Productions', 'id': 75616}]",,
Fight Club,63000000,1999-10-15,100853753.0,0.6246668877062017,63.869599,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Taurus Film', 'id': 20555}, {'name': 'Linson Films', 'id': 54050}, {'name': 'Atman Entertainment', 'id': 54051}, {'name': 'Knickerbocker Films', 'id': 54052}]",| screenplay     = Jim Uhls,https://en.wikipedia.org/wiki/Fight_Club
Paycheck,60000000,2003-12-25,96269812.0,0.6232483345869627,12.571789,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Lion Rock Productions', 'id': 2812}, {'name': 'Province of British Columbia Film Incentive BC', 'id': 11567}, {'name': 'Solomon/Hackett Productions', 'id': 22536}]","thumb|right|An example of a payslip from the [[John Lewis Partnership, showing gross salary, tax and National Insurance paid and yearly bonus entitlement, among other things]]",https://en.wikipedia.org/wiki/Paycheck
La Vérité si je Mens ! 3,25496629,2012-01-31,40924982.0,0.6230089239868206,3.81584,"[{'name': 'Les Films Manuel Munz', 'id': 3092}, {'name': 'Télégraphe', 'id': 22763}, {'name': 'Vertigo', 'id': 23084}, {'name': 'La Vérité Production', 'id': 23545}]",,
2046,12000000,2004-05-20,19271312.0,0.6226872358249402,7.157169000000001,"[{'name': 'Paradis Films', 'id': 255}, {'name': 'Orly Films', 'id': 354}, {'name': 'Shanghai Film Group Corporation', 'id': 19858}, {'name': 'Jet Tone Films', 'id': 26492}]",,
Muppets Most Wanted,50000000,2014-03-20,80383290.0,0.6220198252646788,7.244956,"[{'name': 'Buena Vista', 'id': 32}, {'name': 'Disney', 'id': 6421}]",| writer         =,https://en.wikipedia.org/wiki/Muppets_Most_Wanted
Lockout,20000000,2012-04-12,32204030.0,0.6210402859517893,8.772263,"[{'name': 'Canal+', 'id': 5358}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 10611}]",Lockout may refer to:,https://en.wikipedia.org/wiki/Lockout
The Informant!,22000000,2009-09-18,35424826.0,0.6210333961837949,11.698089,"[{'name': 'Section Eight', 'id': 129}, {'name': 'Groundswell Productions', 'id': 4205}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Jaffe / Braunstein Enterprise', 'id': 6822}]",| starring       =,https://en.wikipedia.org/wiki/The_Informant!
The A-Team,110000000,2010-06-10,177238796.0,0.6206316138595299,16.747792999999998,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Top Cow Productions', 'id': 2528}, {'name': 'Stephen J. Cannell Productions', 'id': 5585}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Phoenix Film Partners', 'id': 10908}]",|genre = Action-adventure,https://en.wikipedia.org/wiki/The_A-Team
9,30000000,2009-08-19,48428063.0,0.6194755301280582,18.502876999999998,"[{'name': 'Focus Films', 'id': 1268}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Arc Productions', 'id': 10280}]",|lang4=Armenian numeral,https://en.wikipedia.org/wiki/9
9,30000000,2009-08-19,48428063.0,0.6194755301280582,18.502876999999998,"[{'name': 'Focus Films', 'id': 1268}, {'name': 'Starz Animation', 'id': 2885}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Arc Productions', 'id': 10280}]",W9 may refer to:,https://en.wikipedia.org/wiki/W9
Last Action Hero,85000000,1993-06-18,137298489.0,0.6190891146660762,9.434006,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Oak Productions', 'id': 55528}]",| story          =,https://en.wikipedia.org/wiki/Last_Action_Hero
The Spy Next Door,28000000,2010-01-15,45236543.0,0.6189686068628188,6.663422,"[{'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Spy Next Door', 'id': 46062}]",| story          =,https://en.wikipedia.org/wiki/The_Spy_Next_Door
War,25000000,2007-08-24,40452643.0,0.618006591065014,12.077833,"[{'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Current Entertainment', 'id': 972}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Fierce Entertainment', 'id': 12138}, {'name': 'Province of British Columbia Production Services Tax Credit', 'id': 12200}, {'name': 'Rogue Films', 'id': 23956}]",,
Body of Lies,70000000,2008-10-10,113280098.0,0.6179373185217407,12.886125,"[{'name': 'Scott Free Productions', 'id': 1645}, {'name': 'De Line Pictures', 'id': 2609}, {'name': 'Warner Bros.', 'id': 6194}]",Body of Lies can refer to:,https://en.wikipedia.org/wiki/Body_of_Lies
Out of Sight,48000000,1998-06-26,77745568.0,0.6173985377533032,7.349811999999999,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]",| screenplay     = Scott Frank,https://en.wikipedia.org/wiki/Out_of_Sight
A Christmas Carol,200000000,2009-11-04,325233863.0,0.6149421162826455,12.869273,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'ImageMovers', 'id': 11395}]",| publisher = Chapman & Hall,https://en.wikipedia.org/wiki/A_Christmas_Carol
Abraham Lincoln: Vampire Hunter,69000000,2012-06-20,112265139.0,0.614616439391751,7.922636,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Bazelevs Production', 'id': 1038}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Abraham Productions', 'id': 36430}, {'name': 'Location Gourmet', 'id': 36431}]",| screenplay     = Seth Grahame-Smith,https://en.wikipedia.org/wiki/Abraham_Lincoln:_Vampire_Hunter
Burlesque,55000000,2010-11-23,89519773.0,0.6143894042269299,9.276539,"[{'name': 'Bedford Falls Productions', 'id': 348}]","A burlesque is a literary, dramatic or musical work intended to cause laughter by caricaturing the manner or spirit of serious works, or by ludicrous treatment of their subjects.""Burlesque"", Oxford English Dictionary, Oxford University Press, accessed 16 February 2011  The word derives from the Italian , which, in turn, is derived from the Italian  – a joke, ridicule or mockery.",https://en.wikipedia.org/wiki/Burlesque
Kingdom of Heaven,130000000,2005-05-03,211643158.0,0.6142414488069584,16.296471,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Kanzaman', 'id': 4169}, {'name': 'Dune Films', 'id': 19477}, {'name': 'BK', 'id': 19478}, {'name': 'KOH', 'id': 19479}, {'name': 'Reino del Cielo', 'id': 19480}, {'name': 'Inside Track 3', 'id': 19482}, {'name': 'Calle Cruzada', 'id': 19483}]",Kingdom of Heaven may refer to:,https://en.wikipedia.org/wiki/Kingdom_of_Heaven
Allegiant,110000000,2016-03-09,179246868.0,0.6136787840555183,18.386172,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'Red Wagon Entertainment', 'id': 14440}]",Allegiant may refer to:,https://en.wikipedia.org/wiki/Allegiant
Predator 2,35000000,1990-11-20,57120318.0,0.6127416867672201,11.736241,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Silver Pictures', 'id': 1885}]",| writer         =,https://en.wikipedia.org/wiki/Predator_2
A Perfect Getaway,14000000,2009-06-08,22852638.0,0.612620739890073,11.017008,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Rogue', 'id': 8853}, {'name': 'QED International', 'id': 11029}, {'name': 'Tooley Productions', 'id': 22539}]",| runtime        = Theatrical cut:97 minutesUnrated cut:107 minutes,https://en.wikipedia.org/wiki/A_Perfect_Getaway
The Last Witch Hunter,90000000,2015-10-21,146936910.0,0.6125077762966432,13.412445000000002,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'One Race Films', 'id': 7154}, {'name': 'Goldmann Pictures', 'id': 12006}, {'name': 'NeoReel', 'id': 24097}, {'name': 'Aperture Entertainment', 'id': 33832}, {'name': 'TIK Films', 'id': 72441}]",| starring       =,https://en.wikipedia.org/wiki/The_Last_Witch_Hunter
The Boy in the Striped Pyjamas,12500000,2008-05-07,20416563.0,0.6122480066796747,8.912738000000001,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'BBC Films', 'id': 288}, {'name': 'Heyday Films', 'id': 7364}]","The Boy in the Striped Pyjamas is a 2006 Holocaust novel by Irish novelist John Boyne. Much like the process he undertakes when writing most of his novels, Boyne has said that he wrote the entire first draft in two and a half days, without sleeping much, but also that he was quite a serious student of Holocaust-related literature for years before the idea for the novel even came to him.",https://en.wikipedia.org/wiki/The_Boy_in_the_Striped_Pyjamas
Radio,32000000,2003-10-24,52277485.0,0.6121181996417769,5.81647,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Tollin/Robbins Productions', 'id': 2184}]",Radio is the technology of signaling and communicating using radio waves. Radio waves are electromagnetic waves of frequency between 30 hertz (Hz) and 300 gigahertz (GHz).,https://en.wikipedia.org/wiki/Radio
Radio,32000000,2003-10-24,52277485.0,0.6121181996417769,5.81647,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Tollin/Robbins Productions', 'id': 2184}]","W Radio is the branding of several radio stations, including:",https://en.wikipedia.org/wiki/W_Radio
Falling Down,25000000,1993-02-26,40903593.0,0.6111932514094789,10.175138,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}]",| writer         = Ebbe Roe Smith,https://en.wikipedia.org/wiki/Falling_Down
Willow,35000000,1988-05-01,57269863.0,0.6111416749853235,9.918312,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Imagine Films Entertainment', 'id': 20743}]",,
Dark Shadows,150000000,2012-05-08,245527149.0,0.6109304026496882,10.665859,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Infinitum Nihil', 'id': 2691}, {'name': 'GK Films', 'id': 3281}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Tim Burton Productions', 'id': 8601}, {'name': 'Dan Curtis Productions', 'id': 9228}, {'name': 'Zanuck Company, The', 'id': 20004}]",| runtime                  = 30 minutes,https://en.wikipedia.org/wiki/Dark_Shadows
Bugsy,30000000,1991-12-10,49114016.0,0.6108235987055101,5.516316000000001,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Baltimore Pictures', 'id': 11407}]",| writer         = James Toback,https://en.wikipedia.org/wiki/Bugsy
Death Race,45000000,2008-08-22,73762516.0,0.610065958162273,13.530029999999998,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Impact Pictures', 'id': 248}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Scion Films', 'id': 7419}, {'name': 'H2S2 Filmproduktionsgesellschaft', 'id': 28121}]",Death Race may refer to:,https://en.wikipedia.org/wiki/Death_Race
Entourage,30000000,2015-06-03,49263404.0,0.6089713167202169,14.013413,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Closest to the Hole Productions', 'id': 8537}]","An entourage () is an informal group or band of people who are closely associated with a (usually) famous, notorious, or otherwise notable individual. The word can also refer to:",https://en.wikipedia.org/wiki/Entourage
The Sisterhood of the Traveling Pants 2,27000000,2008-08-06,44352417.0,0.6087605101656579,4.631978,[],| screenplay = Elizabeth Chandler,https://en.wikipedia.org/wiki/The_Sisterhood_of_the_Traveling_Pants_2
Hannibal Rising,50000000,2007-02-06,82169884.0,0.608495443415741,2.159558,"[{'name': 'Ingenious Film Partners', 'id': 289}, {'name': 'ETIC Films', 'id': 2979}, {'name': 'Quinta Communications', 'id': 6370}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Zephyr Films', 'id': 16923}, {'name': 'Young Hannibal Productions', 'id': 20394}, {'name': 'Carthago Films S.a.r.l.', 'id': 20395}]","Hannibal Rising is a novel  by American author Thomas Harris, published in 2006. It is a prequel to his three previous books featuring his most famous character, the cannibalistic serial killer Dr.",https://en.wikipedia.org/wiki/Hannibal_Rising
Sweet November,40000000,2001-02-16,65754228.0,0.6083259011116365,14.840318,"[{'name': 'Bel Air Entertainment', 'id': 788}, {'name': 'Warner Bros.', 'id': 6194}]",Sweet November may refer to:,https://en.wikipedia.org/wiki/Sweet_November
Lara Croft Tomb Raider: The Cradle of Life,95000000,2003-07-21,156505388.0,0.6070078558573332,13.076349,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Lawrence Gordon Productions', 'id': 840}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'October Pictures', 'id': 14362}, {'name': 'Eidos Interactive', 'id': 19105}]",,
The Craft,15000000,1996-05-03,24769466.0,0.605584310941544,12.860385,"[{'name': 'Columbia Pictures', 'id': 5}]",The Craft may refer to:,https://en.wikipedia.org/wiki/The_Craft
The Punisher,33000000,2004-04-15,54700105.0,0.6032895183656412,18.250919,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'VIP 3 Medienfonds', 'id': 827}, {'name': 'Valhalla Motion Pictures', 'id': 11533}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'VIP 2 Medienfonds', 'id': 36326}]",,
The Hours,25000000,2002-12-27,41597830.0,0.6009928883309538,14.686487,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Miramax Films', 'id': 14}, {'name': 'Scott Rudin Productions', 'id': 258}]",The Hours can refer to:,https://en.wikipedia.org/wiki/The_Hours
Undercover Brother,25000000,2002-05-31,41604473.0,0.600896927597184,5.00725,"[{'name': 'Universal Pictures', 'id': 33}]",| starring =,https://en.wikipedia.org/wiki/Undercover_Brother
Brothers,26000000,2009-01-27,43318349.0,0.6002075471528243,9.108917,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Sighvatsson Films', 'id': 11369}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'Palomar Pictures (II)', 'id': 11371}]",| rr             = Waikiki beuradeoseu,https://en.wikipedia.org/wiki/Waikiki_Brothers
The Sand Pebbles,12000000,1966-12-20,20000000.0,0.6,11.354247,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Solar Productions', 'id': 599}, {'name': 'Robert Wise Productions', 'id': 6304}]",| english_pub_date =,https://en.wikipedia.org/wiki/The_Sand_Pebbles
The Siege,70000000,1998-11-06,116672912.0,0.5999678828621334,9.019114,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lynda Obst Productions', 'id': 13769}, {'name': 'Bedford Falls Company, The', 'id': 20634}]",| writer         =,https://en.wikipedia.org/wiki/The_Siege
Rust and Bone,15400000,2012-05-17,25762027.0,0.5977790489855476,8.400049000000001,"[{'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Les Films Du Fleuve', 'id': 1926}, {'name': 'Vlaams Audiovisueel fonds', 'id': 3132}, {'name': 'Canal+', 'id': 5358}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Ciné+', 'id': 10611}, {'name': 'Page 114', 'id': 11779}, {'name': 'Lumière', 'id': 11793}, {'name': 'Lunanime', 'id': 11794}, {'name': 'France Télévisions', 'id': 11795}, {'name': ""Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles"", 'id': 11796}, {'name': 'VOO', 'id': 11797}, {'name': ""Région Provence-Alpes-Côte d'Azur"", 'id': 11798}, {'name': 'Département des Alpes-Maritimes', 'id': 11799}, {'name': 'Casa Kafka Pictures Movie Tax Shelter Empowered by Dexia', 'id': 11800}]",| starring       = Marion CotillardMatthias Schoenaerts,https://en.wikipedia.org/wiki/Rust_and_Bone
Accepted,23000000,2006-08-18,38505009.0,0.5973248831080652,7.06088,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Shady Acres Entertainment', 'id': 159}]",| screenplay     =,https://en.wikipedia.org/wiki/Accepted
The Judge,50000000,2014-10-08,83719388.0,0.5972332239217993,17.887943,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Big Kid Pictures', 'id': 8406}, {'name': 'Team Downey', 'id': 27467}]",The Judge may refer to:,https://en.wikipedia.org/wiki/The_Judge
Marmaduke,50000000,2010-06-04,83761844.0,0.5969305069262801,12.285544999999999,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","Marmaduke is a newspaper comic strip revolving around the Winslow family and their Great Dane, Marmaduke, drawn by Brad Anderson from June 1954 to 2015.",https://en.wikipedia.org/wiki/Marmaduke
Friday After Next,20000000,2002-11-22,33526835.0,0.5965370724674727,5.794821,"[{'name': 'New Line Cinema', 'id': 12}]",| starring =,https://en.wikipedia.org/wiki/Friday_After_Next
Unstoppable,100000000,2010-11-04,167805466.0,0.5959281445575796,12.697059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Millbrook Farm Productions', 'id': 19777}]",Unstoppable may refer to:,https://en.wikipedia.org/wiki/Unstoppable
The Namesake,12000000,2006-09-02,20138836.0,0.5958636338267018,4.273271,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Mirabai Films', 'id': 6235}]",,
Spaceballs,22700000,1987-06-24,38119483.0,0.5954960092192226,9.10373,"[{'name': 'Brooksfilms Ltd.', 'id': 617}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",Spaceballs: The Animated Series|other uses|Spaceball (disambiguation)}},https://en.wikipedia.org/wiki/Spaceballs
Fever Pitch,30000000,2005-04-06,50451307.0,0.5946327614465964,6.734064999999999,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Wildgaze Films', 'id': 1508}, {'name': 'Alan Greenspan Productions', 'id': 6401}, {'name': 'Mars Media Beteiligungs', 'id': 6402}, {'name': 'Flower Films (II)', 'id': 19813}, {'name': 'ELC Productions Ltd.', 'id': 73953}]","Fever Pitch: A Fan's Life is a 1992 autobiographical essay by British author Nick Hornby. The book is the basis for two films: Fever Pitch (1997, UK) and Fever Pitch (2005, U.",https://en.wikipedia.org/wiki/Fever_Pitch
Jersey Boys,40000000,2014-06-05,67347013.0,0.5939387393469105,6.447072,"[{'name': 'Warner Bros.', 'id': 6194}]","Jersey Boys is a 2005 jukebox musical with music by Bob Gaudio, lyrics by Bob Crewe, and book by Marshall Brickman and Rick Elice. It is presented in a documentary-style format that dramatizes the formation, success and eventual break-up of the 1960s rock 'n' roll group The Four Seasons.",https://en.wikipedia.org/wiki/Jersey_Boys
Joy,60000000,2015-12-24,101134059.0,0.593271946100769,12.975936,"[{'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Annapurna Pictures', 'id': 13184}, {'name': 'TSG Entertainment', 'id': 22213}]","thumb|[[Laughter, like that of these Bangladeshi children, is a typical expression of joy.]]",https://en.wikipedia.org/wiki/Joy
Star Trek: Insurrection,70000000,1998-12-10,118000000.0,0.5932203389830508,9.538877000000001,"[{'name': 'Paramount Pictures', 'id': 4}]",| based_on       =,https://en.wikipedia.org/wiki/Star_Trek:_Insurrection
Florence Foster Jenkins,29000000,2016-05-06,48902953.0,0.5930112236780466,10.829116,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Qwerty Films', 'id': 892}, {'name': 'Pathé', 'id': 7981}]",|birth_name   = Narcissa Florence Foster,https://en.wikipedia.org/wiki/Florence_Foster_Jenkins
Dil Dhadakne Do,13000000,2015-06-05,22000000.0,0.5909090909090909,2.337434,"[{'name': 'Excel Entertainment', 'id': 2934}, {'name': 'Babieka', 'id': 20656}, {'name': 'Junglee Pictures', 'id': 63187}]",| screenplay     =,https://en.wikipedia.org/wiki/Dil_Dhadakne_Do
The Emperor's New Groove,100000000,2000-12-09,169327687.0,0.5905708733858746,12.297375,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]",| based_on       =,https://en.wikipedia.org/wiki/The_Emperor%27s_New_Groove
Charlotte's Web,85000000,2006-12-15,144000000.0,0.5902777777777778,10.254314,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Kerner Entertainment Company', 'id': 7311}]",Charlotte's Web is a children's novel by American author E. B.,https://en.wikipedia.org/wiki/Charlotte%27s_Web
She's the Man,20000000,2006-03-17,33889159.0,0.5901592305669197,6.916200999999999,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Lakeshore Entertainment', 'id': 126}]",| screenplay     =,https://en.wikipedia.org/wiki/She%27s_the_Man
Cousins,13000000,1989-02-10,22030000.0,0.5901044030867,7.584638000000001,"[{'name': 'Paramount Pictures', 'id': 4}]",,
King Arthur,120000000,2004-07-07,203567857.0,0.5894840264492247,8.862107,"[{'name': 'Jerry Bruckheimer Films', 'id': 130}, {'name': 'World 2000 Entertainment', 'id': 7692}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Green Hills Productions', 'id': 19098}]","King Arthur (, , ) was a legendary British leader who, according to medieval histories and romances, led the defence of Britain against Saxon invaders in the late 5th and early 6th centuries. The details of Arthur's story are mainly composed of folklore and literary invention, and modern historians generally agree that he is unhistorical.",https://en.wikipedia.org/wiki/King_Arthur
Lost in Space,80000000,1998-04-03,136159423.0,0.5875465556283974,12.000579,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Irwin Allen Productions', 'id': 14024}, {'name': 'Prelude Pictures', 'id': 19902}, {'name': 'Saltire Entertainment', 'id': 30253}]",}},https://en.wikipedia.org/wiki/Lost_in_Space
Endless Love,20000000,2014-02-12,34077920.0,0.5868902796884317,8.757277,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fake Empire', 'id': 13204}, {'name': 'Bluegrass Films', 'id': 13778}]",Endless Love may refer to:,https://en.wikipedia.org/wiki/Endless_Love
The Other Guys,100000000,2010-08-06,170432927.0,0.5867410820210816,12.536621,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gary Sanchez Productions', 'id': 4740}]",| writer         =,https://en.wikipedia.org/wiki/The_Other_Guys
The Naked Gun 33⅓: The Final Insult,30000000,1994-03-18,51132598.0,0.5867098714600811,10.587232,"[{'name': 'Paramount Pictures', 'id': 4}]",,
The Next Three Days,30000000,2010-11-18,51148651.0,0.5865257326141406,9.591425,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Fidélité Films', 'id': 2927}, {'name': 'Hwy61', 'id': 6320}]",| screenplay      = Paul Haggis,https://en.wikipedia.org/wiki/The_Next_Three_Days
Seabiscuit,87000000,2003-07-22,148336445.0,0.586504550516901,7.851669,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'The Kennedy/Marshall Company', 'id': 862}, {'name': 'DreamWorks Pictures', 'id': 7293}, {'name': 'Touchstone Pictures', 'id': 9195}]","Seabiscuit (May 23, 1933 – May 17, 1947) was a champion thoroughbred racehorse in the United States who became the top money winning racehorse up to the 1940s. He beat the 1937 Triple-Crown winner, War Admiral, by 4 lengths in a 2-horse special at Pimlico and was voted American Horse of the Year for 1938.",https://en.wikipedia.org/wiki/Seabiscuit
U.S. Marshals,60000000,1998-03-06,102367405.0,0.5861240694730906,8.462363999999999,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Warner Bros.', 'id': 6194}]",,
The Tree of Life,32000000,2011-05-18,54674226.0,0.58528492017427,11.204539,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Plan B Entertainment', 'id': 81}, {'name': 'River Road Entertainment', 'id': 1246}]",,
Blood Diamond,100000000,2006-12-07,170877916.0,0.5852131295889634,12.477872,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'Lonely Film Productions GmbH & Co. KG.', 'id': 430}, {'name': 'Virtual Studios', 'id': 449}, {'name': 'Spring Creek Productions', 'id': 705}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Initial Entertainment Group (IEG)', 'id': 7380}, {'name': 'Liberty Pictures', 'id': 20938}]",| writer         = Charles Leavitt,https://en.wikipedia.org/wiki/Blood_Diamond
Something Borrowed,35000000,2011-05-05,59901913.0,0.5842885184651783,5.47309,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Wild Ocean Films', 'id': 38010}, {'name': '2S Films', 'id': 38011}]",Something Borrowed may refer to:,https://en.wikipedia.org/wiki/Something_Borrowed
Mortal Kombat: Annihilation,30000000,1997-11-21,51376861.0,0.5839204539958173,6.532498,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]",| story          =,https://en.wikipedia.org/wiki/Mortal_Kombat:_Annihilation
The Natural,28000000,1984-05-11,47951979.0,0.5839175063035459,12.319855,"[{'name': 'TriStar Pictures', 'id': 559}]",| media_type   = Print (hardback & paperback),https://en.wikipedia.org/wiki/The_Natural
Arachnophobia,31000000,1990-08-09,53208180.0,0.5826171840495202,5.418428,"[{'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Tangled Web Productions', 'id': 2104}]",| synonym         =,https://en.wikipedia.org/wiki/Arachnophobia
Legend,25000000,2015-09-09,42972994.0,0.5817607216290306,11.187833,"[{'name': 'Working Title Films', 'id': 10163}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}]","A legend is a genre of folklore that consists of a narrative featuring human actions perceived or believed both by teller and listeners to have taken place within human history. Narratives in this genre may demonstrate human values, and possess certain qualities that give the tale verisimilitude.",https://en.wikipedia.org/wiki/Legend
House of Wax,40000000,2005-04-30,68766121.0,0.5816817848428589,7.163099000000001,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}]",House of Wax may refer to:,https://en.wikipedia.org/wiki/House_of_Wax
